"","Subject","Activity","CalcType","Domain","AccelType","Device","Magnitude","Jerk","Axis","Value"
"1162",16,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.40033723176776
"1163",16,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.434601207213115
"1164",16,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.506446451811475
"1165",16,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.308073995409836
"1166",16,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.291360123692076
"1167",16,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.450108099322404
"1168",16,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.715815527786885
"1169",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.27150343191694
"1170",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0644400943432787
"1171",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.265070860069945
"1172",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.374700288090164
"1173",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.376912953795082
"1174",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.648402100874317
"1175",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.297743758224251
"1176",16,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.39369664240929
"1177",16,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.952283577868852
"1178",16,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.924800505601093
"1179",16,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.908007861147541
"1180",16,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.297743758224251
"1181",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.480623010236885
"1182",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.360181022370738
"1183",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.235678607533552
"1184",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.586392968606557
"1185",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.678711687868852
"1186",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.555982733861202
"1187",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.402944502360164
"1188",16,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.679770056885246
"1189",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.138352316443658
"1190",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",0.0569820418478909
"1191",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.0603598793128614
"1192",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.146662175791445
"1193",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.235666340026991
"1194",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.273695599439676
"1195",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,0.125067611681239
"1196",17,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,0.0571030448696755
"1197",17,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.178830101845575
"1198",17,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.124564273382227
"1199",17,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.0196450779330678
"1200",17,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.0456822493073139
"1201",17,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.141550004962552
"1202",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.287501317333333
"1203",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.016237154789823
"1204",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.106242251249558
"1205",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.09015870330059
"1206",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",0.00608219262371682
"1207",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.00915869158492625
"1208",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,0.11521786957531
"1209",17,"WALKING_DOWNSTAIRS","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.0618666207682301
"1210",17,"WALKING_DOWNSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",0.931036247905605
"1211",17,"WALKING_DOWNSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.187960548790855
"1212",17,"WALKING_DOWNSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.0562851869334009
"1213",17,"WALKING_DOWNSTAIRS","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,0.11521786957531
"1214",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.0933490069759587
"1215",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0493469147463127
"1216",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.0929829062635988
"1217",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.0605313349239823
"1218",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0536566239055162
"1219",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0504414745625369
"1220",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.109513118099823
"1221",17,"WALKING_DOWNSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.350903048536873
"1222",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",0.127030839884661
"1223",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",0.0244013190923304
"1224",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.253013539683776
"1225",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.02880102660141
"1226",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.0110728733944454
"1227",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.44290063119469
"1228",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.0634495858162242
"1229",17,"WALKING_DOWNSTAIRS","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.0183185923150442
"1230",17,"WALKING_DOWNSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.394929249102655
"1231",17,"WALKING_DOWNSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.321805665466667
"1232",17,"WALKING_DOWNSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.35015787980531
"1233",17,"WALKING_DOWNSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.353568059661121
"1234",17,"WALKING_DOWNSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.430799726208643
"1235",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",0.117256386609649
"1236",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",0.0961881196023304
"1237",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.20126093616646
"1238",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0289731466681121
"1239",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.00713903507227139
"1240",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.391836034903245
"1241",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,0.142900116463038
"1242",17,"WALKING_DOWNSTAIRS","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,0.0349724890183186
"1243",17,"WALKING_DOWNSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.951945158820059
"1244",17,"WALKING_DOWNSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.935127958466077
"1245",17,"WALKING_DOWNSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.9136775920059
"1246",17,"WALKING_DOWNSTAIRS","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,0.142900116463038
"1247",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.350203798360177
"1248",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.290600499379351
"1249",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.22617126099587
"1250",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.363655525874336
"1251",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.393463772501475
"1252",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.214556604689381
"1253",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.219560230988791
"1254",17,"WALKING_DOWNSTAIRS","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.375704038886903
"1255",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.435788023103448
"1256",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.258391156982759
"1257",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.195966131672414
"1258",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.437841027482759
"1259",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.534318472931035
"1260",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.450167224655172
"1261",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.199145193762069
"1262",17,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.224973235777586
"1263",17,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.340299190931035
"1264",17,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.306324253753448
"1265",17,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.351230862344828
"1266",17,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.301653370568966
"1267",17,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.311968876056897
"1268",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.275581471724138
"1269",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0201738120172414
"1270",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.11455764362069
"1271",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0843663297965517
"1272",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.0173605073689655
"1273",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.0179812515068966
"1274",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.218686068275862
"1275",17,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.471332562068966
"1276",17,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",0.899316179310345
"1277",17,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.265785431034483
"1278",17,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.216971996896552
"1279",17,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.218686068275862
"1280",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",0.091020496137931
"1281",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.117121629324138
"1282",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.0242077228517241
"1283",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.140388516862069
"1284",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0278670902793103
"1285",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0338986640344828
"1286",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.306403649586207
"1287",17,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.650813736206897
"1288",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.314209448965517
"1289",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.107734107944828
"1290",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.257148660689655
"1291",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.489634655172414
"1292",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.525587595172414
"1293",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.562605326551724
"1294",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.375753414482759
"1295",17,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.431764818275862
"1296",17,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.589762230689655
"1297",17,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.555370807931034
"1298",17,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.304106680689655
"1299",17,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.54212640137931
"1300",17,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.633345733103448
"1301",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.330202113103448
"1302",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.113912570586207
"1303",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.230718006896552
"1304",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.462361340689655
"1305",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.508842660689655
"1306",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.518878120689655
"1307",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.271966130344828
"1308",17,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.41301638862069
"1309",17,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.971121510689655
"1310",17,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.931873731724138
"1311",17,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.936627744137931
"1312",17,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.271966130344828
"1313",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.564695794827586
"1314",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.539061793793103
"1315",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.266774327241379
"1316",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.642749685517241
"1317",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.628603563103448
"1318",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.639186895172414
"1319",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.491671000344828
"1320",17,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.617245024482759
"1321",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.627184268287526
"1322",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.409070413003317
"1323",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.348595384708791
"1324",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.442123287632514
"1325",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.493132541362995
"1326",18,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.445687201393613
"1327",18,"LAYING","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.410624733407363
"1328",18,"LAYING","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.341295126757967
"1329",18,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.474509735713819
"1330",18,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.551967963210577
"1331",18,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.412022291030687
"1332",18,"LAYING","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.482574687893146
"1333",18,"LAYING","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.393719804907967
"1334",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.26917043119478
"1335",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0185901654926374
"1336",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.105300674524725
"1337",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0822102803923077
"1338",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",0.0141521429276648
"1339",18,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.00889075071926923
"1340",18,"LAYING","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.882215134931319
"1341",18,"LAYING","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.978636767582418
"1342",18,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.50064911989011
"1343",18,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",0.558463379598901
"1344",18,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",0.651681840376374
"1345",18,"LAYING","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.882215134931319
"1346",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.0126749276913736
"1347",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0925656581480769
"1348",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.129813431173077
"1349",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.1012975395
"1350",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0384515838025
"1351",18,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0645155885395604
"1352",18,"LAYING","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.91902925543956
"1353",18,"LAYING","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.982468263434066
"1354",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.949266051648352
"1355",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.902869835208791
"1356",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.914469277595879
"1357",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.982713112857143
"1358",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.974121770082418
"1359",18,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.980851552774725
"1360",18,"LAYING","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.894037629645604
"1361",18,"LAYING","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.975047765027472
"1362",18,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.95947715728022
"1363",18,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.960330206813187
"1364",18,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.957408465659341
"1365",18,"LAYING","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.931402070989011
"1366",18,"LAYING","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.979169470659341
"1367",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.952282180192308
"1368",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.90741362742033
"1369",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.919402666162088
"1370",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.980536149258242
"1371",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.97200067260989
"1372",18,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.979247484697802
"1373",18,"LAYING","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.891791771381868
"1374",18,"LAYING","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.975810085494506
"1375",18,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.925778386648352
"1376",18,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.911873961236538
"1377",18,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.90350049768956
"1378",18,"LAYING","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.891791771381868
"1379",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.958175845467033
"1380",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.962819173736264
"1381",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.954376255989011
"1382",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.97618630043956
"1383",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.981336534752747
"1384",18,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.985393430659341
"1385",18,"LAYING","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.931621048928571
"1386",18,"LAYING","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.978908389368132
"1387",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.130510388134347
"1388",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",0.0419689447997778
"1389",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",0.0113649059013889
"1390",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.154587572654583
"1391",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.238835508301528
"1392",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.23793487721375
"1393",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,0.149359682871569
"1394",19,"WALKING_DOWNSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,0.0682948278106806
"1395",19,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.195903151647889
"1396",19,"WALKING_DOWNSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.126320143934069
